|||Co Values->colspan|||
|||L/Le->colspan|||
Ab/A0|0.00|0.12|0.25|0.50|1.00|10.00
0.40|4.70v|3.80v|2.70v|1.40v|0.00v|0.00v
0.50|3.20v|2.70v|1.90v|0.85v|0.00v|0.00v
0.60|2.50v|2.10v|1.40v|0.68v|0.00v|0.00v
0.70|1.70v|1.40v|0.85v|0.45v|0.00v|0.00v
0.80|1.20v|1.00v|0.68v|0.26v|0.00v|0.00v
0.90|1.00v|0.68v|0.57v|0.22v|0.00v|0.00v
1.00|0.85v|0.68v|0.45v|0.22v|0.00v|0.00v
