|||Co Values->colspan|||
|||L/Le->colspan|||
Ab/A0|0.00|0.12|0.25|0.50|1.00|10.00
0.40|4.80v|4.00v|2.90v|1.30v|0.00v|0.00v
0.50|3.60v|2.90v|2.00v|0.84v|0.00v|0.00v
0.60|2.50v|2.00v|1.50v|0.66v|0.00v|0.00v
0.70|1.80v|1.30v|0.84v|0.41v|0.00v|0.00v
0.80|1.25v|1.00v|0.66v|0.33v|0.00v|0.00v
0.90|1.00v|0.84v|0.59v|0.23v|0.00v|0.00v
1.00|0.84v|0.66v|0.50v|0.23v|0.00v|0.00v
