|||||Cb Values->colspan|||||
|||||Qb/Qc->colspan|||||
As/Ac|Ab/Ac|0.1|0.2|0.3|0.4|0.5|0.6|0.7|0.8|0.9
0.5|0.8|-122.9v|-20.12v|-4.88v|-0.83v|0.46v|0.85v|0.9v|0.81v|0.68v
0.5|0.9|-155.6v|-25.54v|-6.25v|-1.12v|0.51v|1v|1.06v|0.94v|0.77v
0.5|1|-192.2v|-31.58v|-7.77v|-1.43v|0.59v|1.19v|1.26v|1.12v|0.9v
0.6|0.1|-0.57v|0.66v|0.84v|0.88v|0.89v|0.9v|0.91v|0.93v|0.99v
0.6|0.2|-5.12v|-0.1v|0.62v|0.79v|0.85v|0.87v|0.9v|0.95v|1.11v
0.6|0.3|-13v|-1.49v|0.18v|0.61v|0.75v|0.79v|0.82v|0.86v|1.02v
0.6|0.4|-24.31v|-3.55v|-0.5v|0.3v|0.55v|0.62v|0.63v|0.62v|0.63v
0.6|0.5|-38.41v|-5.94v|-1.16v|0.09v|0.48v|0.59v|0.6v|0.57v|0.55v
0.6|0.6|-55.58v|-8.8v|-1.92v|-0.12v|0.45v|0.61v|0.62v|0.57v|0.52v
0.6|0.7|-75.83v|-12.16v|-2.79v|-0.33v|0.44v|0.66v|0.67v|0.6v|0.52v
0.6|0.8|-99.17v|-16v|-3.76v|-0.54v|0.46v|0.74v|0.76v|0.67v|0.56v
0.6|0.9|-125.6v|-20.33v|-4.83v|-0.76v|0.51v|0.86v|0.88v|0.77v|0.62v
0.6|1|-155.1v|-25.14v|-6.02v|-0.99v|0.58v|1.02v|1.04v|0.9v|0.71v
0.7|0.1|-0.35v|0.7v|0.84v|0.88v|0.89v|0.9v|0.9v|0.92v|0.99v
0.7|0.2|-4.24v|0.05v|0.65v|0.8v|0.85v|0.87v|0.89v|0.94v|1.12v
0.7|0.3|-11v|-1.15v|0.27v|0.63v|0.75v|0.79v|0.82v|0.87v|1.06v
