Ab/Ac|0.1|0.2|0.3|0.4|0.5|0.6|0.7|0.8|0.9|1.0
Cb|1.02v|0.97v|0.93v|0.88v|0.84v|0.79v|0.75v|0.7v|0.66v|0.61v
