Qb/Qc|0.1|0.2|0.3|0.4|0.5|0.6|0.7|0.8|0.9|1
Cb|-19.38v|-3.75v|-0.74v|0.48v|0.66v|0.75v|0.85v|0.77v|0.83v|0.83v
Qs/Qc|0.1|0.2|0.3|0.4|0.5|0.6|0.7|0.8|0.9|1
Cs|22.15v|11.91v|6.54v|3.74v|2.23v|1.33v|0.76v|0.38v|0.1v|0v
