Qb/Qc|0.1|0.2|0.3|0.4|0.5|0.6|0.7|0.8|0.9|1
Cb|-14v|-2.38v|0.5v|0.65v|1.03v|1.17v|1.19v|1.33v|1.51v|1.44v
Qs/Qc|0.1|0.2|0.3|0.4|0.5|0.6|0.7|0.8|0.9|1
Cs|22.15v|11.91v|6.54v|3.74v|2.23v|1.33v|0.76v|0.38v|0.1v|0v
