|||||Co Values->colspan|||||
|||||θ->colspan|||||
H/W|0|10|20|30|40|50|60|65|70|90
0.10|0.04v|0.3v|1.1v|3v|8v|23v|60v|100v|190v|9999v
0.50|0.04v|0.3v|1.1v|3v|8v|23v|60v|100v|190v|9999v
1.00|0.04v|0.3v|1.1v|3v|8v|23v|60v|100v|190v|9999v
1.50|0.04v|0.35v|1.25v|3.6v|10v|29v|80v|155v|230v|9999v
2.00|0.04v|0.35v|1.25v|3.6v|10v|29v|80v|155v|230v|9999v
